BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-08-05
.,OMSET SYFERS PER AGENTSKAP VIR TYDPERK VAN,201107,TOT,201107
Agentskap naam,Totale omset,Begrafnisse aantal,Begrafnisse waarde,Grafstene aantal,Grafstene waarde,Kiste aantal,Kiste waarde,Kranse aantal,Kranse waarde,Vars blom aantal,Vars blom waarde,Versekering aantal,Versekering waarde,Komm ontvang aantal,Komm ontvang waarde
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,52484,7,32743,3,11480,11,5829,5,782,5,1650,7,6462,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,ROBERTSON-513
CURRENT YEAR,35694,8,22520,0,0,6,12487,11,687,5,0,0,0,3228,6710
PREVIOUS YEAR,48518,7,30728,2,10769,7,6491,4,530,5,0,0,0,7096,4944
DEVIATION,-12824,1,-8208,-2,-10769,-1,5996,7,157,0,0,0,0,-3869,1767
DEVIATION%,-26,14,-27,-100,-100,-14,92,175,30,0,0,0,0,-55,36
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,35694,8,22520,0,0,6,12487,11,687,5,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,CERES-635
CURRENT YEAR,33658,5,27662,0,0,6,4294,11,502,2,1200,4,6096,4666,0
PREVIOUS YEAR,12248,3,10220,0,0,2,1618,12,409,0,0,5,5976,1809,-313
DEVIATION,21410,2,17441,0,0,4,2675,-1,93,2,1200,-1,120,2857,313
DEVIATION%,175,67,171,0,0,200,165,-8,23,0,0,-20,2,158,-100
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,33658,5,27662,0,0,6,4294,11,502,2,1200,4,6096,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CALEDON-38
CURRENT YEAR,32661,9,19742,0,0,8,10430,2,130,5,2360,0,0,1218,-243
PREVIOUS YEAR,16541,5,11528,1,1120,4,3399,4,194,1,300,0,0,2393,6344
DEVIATION,16121,4,8214,-1,-1120,4,7031,-2,-64,4,2060,0,0,-1175,-6587
DEVIATION%,97,80,71,-100,-100,100,207,-50,-33,400,687,0,0,-49,-104
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,32661,9,19742,0,0,8,10430,2,130,5,2360,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,VREDENDAL-612
CURRENT YEAR,28364,7,20387,0,0,5,7325,5,652,4,0,0,0,1343,-805
PREVIOUS YEAR,17914,3,16161,0,0,7,1842,0,-89,3,0,0,0,672,-509
DEVIATION,10450,4,4226,0,0,-2,5482,5,741,1,0,0,0,671,-296
DEVIATION%,58,133,26,0,0,-29,298,0,-828,33,0,0,0,100,58
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,28364,7,20387,0,0,5,7325,5,652,4,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,RIVERSDAL-516
CURRENT YEAR,24423,6,20208,0,0,8,4215,1,0,0,0,10,15957,5546,1859
PREVIOUS YEAR,12034,3,7944,0,0,3,2640,0,0,2,1450,0,0,375,188
DEVIATION,12388,3,12264,0,0,5,1575,1,0,-2,-1450,10,15957,5171,1671
DEVIATION%,103,100,154,0,0,167,60,0,0,-100,-100,0,0,1380,890
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,24423,6,20208,0,0,8,4215,1,0,0,0,10,15957,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,SWELLENDAM-213
CURRENT YEAR,13824,3,13069,0,0,3,647,2,108,2,0,0,0,594,66
PREVIOUS YEAR,852,0,852,0,0,0,0,0,0,0,0,0,0,0,-1189
DEVIATION,12972,3,12217,0,0,3,647,2,108,2,0,0,0,594,1255
DEVIATION%,1522,0,1434,0,0,0,0,0,0,0,0,0,0,0,-106
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,13824,3,13069,0,0,3,647,2,108,2,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,ATLANTIS-606
CURRENT YEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREVIOUS YEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current year,3002645,463,2184833,38,144207,518,556899,232,30724,172,85981,310,483077,459882,138721
Previous year,2170916,335,1570108,27,155119,411,369090,217,18403,113,58197,281,387945,343930,165704
Deviation,831729,128,614726,11,-10912,107,187810,15,12321,59,27784,29,95132,115953,-26983
Deviation%,38,38,39,41,-7,26,51,7,67,52,48,10,25,34,-16
Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deviation,3002645,463,2184833,38,144207,518,556899,232,30724,172,85981,310,483077,0,0
Deviation%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,DURBAN DIENS-540
CURRENT YEAR,1450948,123,954583,33,153203,117,286650,139,11788,76,44724,24,44180,201061,23556
PREVIOUS YEAR,960991,101,664095,11,76321,102,179557,95,8357,64,32660,37,68390,157701,37311
DEVIATION,489957,22,290488,22,76881,15,107093,44,3430,12,12064,-13,-24210,43360,-13755
DEVIATION%,51,22,44,200,101,15,60,46,41,19,37,-35,-35,27,-37
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,1450948,123,954583,33,153203,117,286650,139,11788,76,44724,24,44180,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,EMPANGENI-57
CURRENT YEAR,430548,41,229721,2,29057,49,148961,25,8409,25,14400,23,41296,80011,23855
PREVIOUS YEAR,563067,48,287516,2,102590,58,147338,35,6323,32,19300,43,73372,85918,24706
DEVIATION,-132519,-7,-57795,0,-73533,-9,1623,-10,2087,-7,-4900,-20,-32076,-5907,-851
DEVIATION%,-24,-15,-20,0,-72,-16,1,-29,33,-22,-25,-47,-44,-7,-3
TARGET,613230,51,332750,2,98871,61,154705,37,6639,34,20265,0,0,0,0
DEVIATION,-182682,-10,-103029,0,-69814,-12,-5744,-12,1770,-9,-5865,23,41296,0,0
DEVIATION%,-30,-20,-31,0,-71,-20,-4,-32,27,-26,-29,0,0,0,0
3,VRYHEID-248
CURRENT YEAR,414853,36,230162,2,16960,43,134509,29,9448,30,23775,4,4729,73019,4285
PREVIOUS YEAR,301065,70,180505,4,20915,36,78456,27,6309,19,14880,11,28483,50890,6347
DEVIATION,113788,-34,49657,-2,-3955,7,56053,2,3139,11,8895,-7,-23753,22129,-2063
DEVIATION%,38,-49,28,-50,-19,19,71,7,50,58,60,-64,-83,43,-33
TARGET,324760,74,205041,4,15092,38,82379,28,6624,20,15624,0,0,0,0
DEVIATION,90093,-38,25121,-2,1868,5,52130,1,2824,10,8151,4,4729,0,0
DEVIATION%,28,-51,12,-50,12,13,63,4,43,50,52,0,0,0,0
4,LADYSMITH-131
CURRENT YEAR,378191,43,281258,0,0,48,89773,21,6260,36,900,10,18938,68605,7049
PREVIOUS YEAR,133678,19,87138,3,26528,25,19219,9,792,13,0,20,27212,27702,17438
DEVIATION,244513,24,194120,-3,-26528,23,70554,12,5468,23,900,-10,-8274,40903,-10388
DEVIATION%,183,126,223,-100,-100,92,367,133,690,177,0,-50,-30,148,-60
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,378191,43,281258,0,0,48,89773,21,6260,36,900,10,18938,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,PIETERMARITZBURG-176
CURRENT YEAR,319043,29,177306,6,53621,40,73558,15,5559,21,9000,25,45829,55786,19693
PREVIOUS YEAR,297551,34,165591,3,24826,35,92473,27,6461,19,8200,42,86461,51708,30019
DEVIATION,21492,-5,11715,3,28794,5,-18916,-12,-902,2,800,-17,-40632,4078,-10325
DEVIATION%,7,-15,7,100,116,14,-20,-44,-14,11,10,-40,-47,8,-34
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,319043,29,177306,6,53621,40,73558,15,5559,21,9000,25,45829,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,BETHLEHEM-14
CURRENT YEAR,237961,26,149717,4,25683,24,55093,20,1768,11,5700,8,6618,38290,84
PREVIOUS YEAR,133654,16,88659,5,26485,16,14180,5,521,6,3810,9,12634,22712,4827
DEVIATION,104307,10,61059,-1,-802,8,40913,15,1247,5,1890,-1,-6016,15579,-4743
DEVIATION%,78,63,69,-20,-3,50,289,300,239,83,50,-11,-48,69,-98
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,237961,26,149717,4,25683,24,55093,20,1768,11,5700,8,6618,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SECUNDA-524
CURRENT YEAR,201260,22,152457,4,13326,24,31457,19,3271,9,750,0,0,25926,0
PREVIOUS YEAR,122017,17,86712,2,8362,18,24114,22,2829,7,0,0,0,7276,0
DEVIATION,79243,5,65745,2,4964,6,7343,-3,442,2,750,0,0,18651,0
DEVIATION%,65,29,76,100,59,33,30,-14,16,29,0,0,0,256,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,201260,22,152457,4,13326,24,31457,19,3271,9,750,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,PORT SHEPSTONE-186
CURRENT YEAR,198947,25,105533,1,6766,35,72167,19,6751,16,7730,40,71773,38266,18785
PREVIOUS YEAR,275849,40,166357,3,13282,51,77215,32,5885,23,13110,94,141799,46841,57652
DEVIATION,-76902,-15,-60824,-2,-6516,-16,-5048,-13,866,-7,-5380,-54,-70025,-8575,-38867
DEVIATION%,-28,-38,-37,-67,-49,-31,-7,-41,15,-30,-41,-57,-49,-18,-67
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,198947,25,105533,1,6766,35,72167,19,6751,16,7730,40,71773,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,ULUNDI-235
CURRENT YEAR,159498,19,95589,2,15547,17,45478,9,2883,12,0,11,20197,30641,7605
PREVIOUS YEAR,207530,19,114093,2,34367,19,56601,7,1869,14,600,0,0,32826,2551
DEVIATION,-48032,0,-18504,0,-18820,-2,-11123,2,1014,-2,-600,11,20197,-2186,5054
DEVIATION%,-23,0,-16,0,-55,-11,-20,29,54,-14,-100,0,0,-7,198
TARGET,225171,20,123602,2,30140,20,59431,7,1962,15,10036,0,0,0,0
DEVIATION,-65673,-1,-28012,0,-14593,-3,-13953,2,921,-3,-10036,11,20197,0,0
DEVIATION%,-29,-5,-23,0,-48,-15,-23,29,47,-20,-100,0,0,0,0
10,NEWCASTLE-151
CURRENT YEAR,137627,22,110912,0,0,32,25671,8,544,11,500,7,17651,32401,12876
PREVIOUS YEAR,215871,26,156356,0,0,35,57316,17,2199,12,0,21,42482,32453,12608
DEVIATION,-78244,-4,-45444,0,0,-3,-31645,-9,-1655,-1,500,-14,-24831,-53,267
DEVIATION%,-36,-15,-29,0,0,-9,-55,-53,-75,-8,0,-67,-58,0,2
TARGET,228505,27,166014,0,0,37,60182,18,2309,13,0,0,0,0,0
DEVIATION,-90878,-5,-55103,0,0,-5,-34511,-10,-1765,-2,500,7,17651,0,0
DEVIATION%,-40,-19,-33,0,0,-14,-57,-56,-76,-15,0,0,0,0,0
11,DUNDEE-45
CURRENT YEAR,126409,16,83944,0,0,18,37415,14,2150,4,2900,11,19556,24988,6990
PREVIOUS YEAR,218289,30,92450,7,78672,24,38175,24,4691,7,4300,10,27126,27966,11458
DEVIATION,-91881,-14,-8506,-7,-78672,-6,-761,-10,-2542,-3,-1400,1,-7570,-2978,-4468
DEVIATION%,-42,-47,-9,-100,-100,-25,-2,-42,-54,-43,-33,10,-28,-11,-39
TARGET,215679,32,99094,7,67061,25,40084,25,4926,7,4515,0,0,0,0
DEVIATION,-89270,-16,-15150,-7,-67061,-7,-2669,-11,-2776,-3,-1615,11,19556,0,0
DEVIATION%,-41,-50,-15,-100,-100,-28,-7,-44,-56,-43,-36,0,0,0,0
12,PHUTHADITJHABA-179
CURRENT YEAR,121060,10,59667,3,25116,12,34276,25,2001,4,0,14,17813,20202,4723
PREVIOUS YEAR,105129,11,54569,3,22130,10,25482,11,2978,6,-30,8,6504,18949,4398
DEVIATION,15930,-1,5098,0,2986,2,8794,14,-977,-2,30,6,11309,1253,325
DEVIATION%,15,-9,9,0,13,20,35,127,-33,-33,-100,75,174,7,7
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,121060,10,59667,3,25116,12,34276,25,2001,4,0,14,17813,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,ERMELO-52
CURRENT YEAR,112202,8,78406,3,15417,8,16333,12,2046,5,0,9,9273,16812,9580
PREVIOUS YEAR,143655,15,109997,0,0,18,25886,19,2372,11,5400,10,17463,23421,6554
DEVIATION,-31453,-7,-31591,3,15417,-10,-9553,-7,-326,-6,-5400,-1,-8190,-6609,3026
DEVIATION%,-22,-47,-29,0,0,-56,-37,-37,-14,-55,-100,-10,-47,-28,46
TARGET,150551,16,115221,0,0,19,27180,20,2491,12,5660,0,0,0,0
DEVIATION,-38349,-8,-36815,3,15417,-11,-10847,-8,-445,-7,-5660,9,9273,0,0
DEVIATION%,-25,-50,-32,0,0,-58,-40,-40,-18,-58,-100,0,0,0,0
14,KOKSTAD-124
CURRENT YEAR,103877,9,39325,2,32500,8,31170,3,882,0,0,11,11666,20364,-953
PREVIOUS YEAR,155936,16,79160,5,28819,14,46829,7,1128,8,0,8,9228,24801,7180
DEVIATION,-52059,-7,-39835,-3,3681,-6,-15659,-4,-247,-8,0,3,2438,-4437,-8133
DEVIATION%,-33,-44,-50,-60,13,-43,-33,-57,-22,-100,0,38,26,-18,-113
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,103877,9,39325,2,32500,8,31170,3,882,0,0,11,11666,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,STANDERTON-207
CURRENT YEAR,61460,9,48706,0,0,11,10487,4,1518,2,750,7,9630,9499,4814
PREVIOUS YEAR,123379,14,43689,5,30609,15,46575,11,1907,1,600,4,6594,16886,4708
DEVIATION,-61919,-5,5017,-5,-30609,-4,-36088,-7,-389,1,150,3,3036,-7387,106
DEVIATION%,-50,-36,11,-100,-100,-27,-77,-64,-20,100,25,75,46,-44,2
TARGET,128067,15,47493,5,29039,16,48904,12,2002,1,630,0,0,0,0
DEVIATION,-66607,-6,1213,-5,-29039,-5,-38417,-8,-485,1,120,7,9630,0,0
DEVIATION%,-52,-40,3,-100,-100,-31,-79,-67,-24,0,19,0,0,0,0
16,HEILBRON-83
CURRENT YEAR,61231,6,38022,1,10730,7,9829,27,1600,3,1050,4,4800,7914,239
PREVIOUS YEAR,23216,2,12058,0,0,2,10759,4,399,0,0,0,0,1191,-16
DEVIATION,38015,4,25964,1,10730,5,-930,23,1201,3,1050,4,4800,6723,255
DEVIATION%,164,200,215,0,0,250,-9,575,301,0,0,0,0,564,-1559
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,61231,6,38022,1,10730,7,9829,27,1600,3,1050,4,4800,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,HARRISMITH-81
CURRENT YEAR,45836,4,19860,2,16453,10,8873,3,291,1,360,9,11944,8192,526
PREVIOUS YEAR,118221,7,46854,4,50834,9,17535,23,1918,3,1080,6,9576,14887,551
DEVIATION,-72385,-3,-26995,-2,-34381,1,-8662,-20,-1627,-2,-720,3,2368,-6695,-25
DEVIATION%,-61,-43,-58,-50,-68,11,-49,-87,-85,-67,-67,50,25,-45,-5
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,45836,4,19860,2,16453,10,8873,3,291,1,360,9,11944,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,GREYTOWN-72
CURRENT YEAR,41838,5,31103,1,149,5,8184,7,2401,1,0,0,0,7315,400
PREVIOUS YEAR,8123,1,5859,0,0,2,1868,2,396,0,0,1,1230,1558,2194
DEVIATION,33714,4,25244,1,149,3,6316,5,2005,1,0,-1,-1230,5756,-1793
DEVIATION%,415,400,431,0,0,150,338,250,507,0,0,-100,-100,369,-82
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,41838,5,31103,1,149,5,8184,7,2401,1,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,BETHAL-13
CURRENT YEAR,9462,1,5910,0,0,1,3553,0,0,1,0,0,0,389,0
PREVIOUS YEAR,19922,3,17318,0,0,5,1987,4,318,1,300,0,0,469,0
DEVIATION,-10460,-2,-11408,0,0,-4,1566,-4,-318,0,-300,0,0,-80,0
DEVIATION%,-53,-67,-66,0,0,-80,79,-100,-100,0,-100,0,0,-17,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,9462,1,5910,0,0,1,3553,0,0,1,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,FRANKFORT-66
CURRENT YEAR,5210,1,4471,0,0,1,0,6,389,1,350,0,0,1131,0
PREVIOUS YEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,5210,1,4471,0,0,1,0,6,389,1,350,0,0,1131,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,5210,1,4471,0,0,1,0,6,389,1,350,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,WARDEN-260
CURRENT YEAR,1104,0,0,0,0,1,268,14,836,0,0,0,0,1225,2410
PREVIOUS YEAR,32305,4,18332,1,1236,10,9157,16,1420,3,2160,3,3486,3196,6691
DEVIATION,-31201,-4,-18332,-1,-1236,-9,-8889,-2,-584,-3,-2160,-3,-3486,-1971,-4281
DEVIATION%,-97,-100,-100,-100,-100,-90,-97,-13,-41,-100,-100,-100,-100,-62,-64
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,1104,0,0,0,0,1,268,14,836,0,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,VREDE-246
CURRENT YEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREVIOUS YEAR,10120,0,0,1,10120,0,0,0,0,0,0,0,0,0,0
DEVIATION,-10120,0,0,-1,-10120,0,0,0,0,0,0,0,0,0,0
DEVIATION%,-100,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current year,4618565,455,2896652,66,414527,511,1123703,419,70793,269,112889,217,355895,762036,146517
Previous year,4169569,493,2477308,61,556098,504,970722,397,59072,249,106370,327,562040,649351,237176
Deviation,448995,-38,419344,5,-141570,7,152982,22,11721,20,6519,-110,-206146,112685,-90659
Deviation%,11,-8,17,8,-25,1,16,6,20,8,6,-34,-37,17,-38
Target,1885965,235,1089214,20,240203,216,472864,147,26954,102,56729,0,0,0,0
Deviation,2732600,220,1807438,46,174324,295,650839,272,43839,167,56160,217,355895,0,0
Deviation%,59,94,166,230,73,137,138,185,163,164,99,0,0,0,0
1,UMTATA-233
CURRENT YEAR,1047411,93,581678,28,172707,70,250078,25,2132,58,40815,7,8234,176455,3668
PREVIOUS YEAR,716140,72,390370,18,122039,51,179447,14,1974,37,22310,2,3600,109639,2677
DEVIATION,331271,21,191309,10,50668,19,70631,11,159,21,18505,5,4634,66816,991
DEVIATION%,46,29,49,56,42,37,39,79,8,57,83,250,129,61,37
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,1047411,93,581678,28,172707,70,250078,25,2132,58,40815,7,8234,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,KING WILLIAMS TOWN-121
CURRENT YEAR,487655,37,259815,10,68996,34,144410,20,2283,33,12150,36,44959,84821,9533
PREVIOUS YEAR,273417,30,166760,5,19074,27,74610,19,3923,25,9050,44,52932,44709,17134
DEVIATION,214238,7,93055,5,49922,7,69800,1,-1639,8,3100,-8,-7973,40112,-7601
DEVIATION%,78,23,56,100,262,26,94,5,-42,32,34,-18,-15,90,-44
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,487655,37,259815,10,68996,34,144410,20,2283,33,12150,36,44959,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,OOS LONDEN-161
CURRENT YEAR,452405,45,243089,14,101177,42,92787,40,2352,22,13000,24,31270,80697,13888
PREVIOUS YEAR,509482,52,306754,12,76084,57,108768,27,2591,27,15285,25,43812,81659,13144
DEVIATION,-57077,-7,-63665,2,25093,-15,-15981,13,-240,-5,-2285,-1,-12543,-962,744
DEVIATION%,-11,-13,-21,17,33,-26,-15,48,-9,-19,-15,-4,-29,-1,6
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,452405,45,243089,14,101177,42,92787,40,2352,22,13000,24,31270,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,PORT ELIZABETH DIENS-330
CURRENT YEAR,366392,41,239035,7,42657,49,71044,10,1283,23,12373,0,0,54311,985
PREVIOUS YEAR,435672,53,270916,6,43852,68,100710,18,2993,30,17200,19,23454,61669,6676
DEVIATION,-69280,-12,-31881,1,-1195,-19,-29667,-8,-1710,-7,-4828,-19,-23454,-7358,-5691
DEVIATION%,-16,-23,-12,17,-3,-28,-29,-44,-57,-23,-28,-100,-100,-12,-85
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,366392,41,239035,7,42657,49,71044,10,1283,23,12373,0,0,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,QUEENSTOWN-189
CURRENT YEAR,291081,29,187761,3,21429,33,63228,52,11584,16,7080,3,3930,64775,1867
PREVIOUS YEAR,222762,22,133183,1,19349,22,60960,27,5129,7,4140,6,7848,41844,1496
DEVIATION,68320,7,54578,2,2080,11,2268,25,6455,9,2940,-3,-3918,22931,370
DEVIATION%,31,32,41,200,11,50,4,93,126,129,71,-50,-50,55,25
TARGET,237760,23,148771,1,15248,23,64008,28,5385,7,4347,0,0,0,0
DEVIATION,53321,6,38989,2,6181,10,-780,24,6198,9,2733,3,3930,0,0
DEVIATION%,22,26,26,200,41,43,-1,86,115,129,63,0,0,0,0
6,GEO H ROGERS (OOS LONDEN)-632
CURRENT YEAR,289212,22,175125,9,55263,20,48939,19,1666,18,8220,35,54694,39028,11603
PREVIOUS YEAR,279746,27,162569,9,44710,26,59273,47,4784,24,8410,23,36388,42126,12589
DEVIATION,9466,-5,12555,0,10553,-6,-10335,-28,-3118,-6,-190,12,18306,-3099,-986
DEVIATION%,3,-19,8,0,24,-23,-17,-60,-65,-25,-2,52,50,-7,-8
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,289212,22,175125,9,55263,20,48939,19,1666,18,8220,35,54694,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,MDANTSANE-138
CURRENT YEAR,149017,15,86914,5,17389,14,40184,0,0,10,4530,35,57534,22923,17378
PREVIOUS YEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,149017,15,86914,5,17389,14,40184,0,0,10,4530,35,57534,22923,17378
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,149017,15,86914,5,17389,14,40184,0,0,10,4530,35,57534,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,UITENHAGE-231
CURRENT YEAR,123555,12,74737,3,12529,15,32772,7,1117,6,2400,33,40232,17572,14576
PREVIOUS YEAR,84225,9,57293,1,6422,11,16719,17,1241,6,2550,3,3115,11225,3736
DEVIATION,39330,3,17445,2,6107,4,16053,-10,-124,0,-150,30,37117,6347,10839
DEVIATION%,47,33,30,200,95,36,96,-59,-10,0,-6,1000,1191,57,290
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,123555,12,74737,3,12529,15,32772,7,1117,6,2400,33,40232,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,DE AAR-40
CURRENT YEAR,116697,14,82844,0,0,17,32039,10,1814,4,0,9,12900,15798,3230
PREVIOUS YEAR,114961,13,84219,1,4858,18,24026,13,1858,2,0,4,3252,18837,-667
DEVIATION,1737,1,-1375,-1,-4858,-1,8013,-3,-44,2,0,5,9648,-3039,3897
DEVIATION%,2,8,-2,-100,-100,-6,33,-23,-2,100,0,125,297,-16,-584
TARGET,120300,14,88551,1,4571,19,25227,14,1951,2,0,0,0,0,0
DEVIATION,-3603,0,-5707,-1,-4571,-2,6812,-4,-137,2,0,9,12900,0,0
DEVIATION%,-3,0,-6,-100,-100,-11,27,-29,-7,100,0,0,0,0,0
10,MACLEAR-149
CURRENT YEAR,114172,8,64516,3,20343,8,22838,46,3325,8,3150,23,46883,16629,9032
PREVIOUS YEAR,154873,9,70637,11,49383,9,29004,26,1798,9,4050,54,92146,27854,30759
DEVIATION,-40700,-1,-6121,-8,-29040,-1,-6167,20,1527,-1,-900,-31,-45262,-11224,-21728
DEVIATION%,-26,-11,-9,-73,-59,-11,-21,77,85,-11,-22,-57,-49,-40,-71
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,114172,8,64516,3,20343,8,22838,46,3325,8,3150,23,46883,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,HUMANSDORP-88
CURRENT YEAR,88571,11,71272,1,4498,18,12597,6,204,0,0,6,6360,12768,475
PREVIOUS YEAR,66681,10,48098,1,8397,12,8925,2,180,2,1080,6,7876,9493,3817
DEVIATION,21890,1,23173,0,-3899,6,3671,4,25,-2,-1080,0,-1516,3275,-3342
DEVIATION%,33,10,48,0,-46,50,41,200,14,-100,-100,0,-19,34,-88
TARGET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVIATION,88571,11,71272,1,4498,18,12597,6,204,0,0,6,6360,0,0
DEVIATION%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CRADOCK-34
CURRENT YEAR,72816,9,47421,4,12684,9,11811,19,900,6,0,7,6732,15102,-253
PREVIOUS YEAR,21926,4,19988,0,0,5,1939,0,0,4,0,18,16164,3655,0
