BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-05-06
.,OMSET SYFERS PER AGENTSKAP VIR TYDPERK VAN,201007,TOT,201104
Agentskap naam,Totale omset,Begrafnisse aantal,Begrafnisse waarde,Grafstene aantal,Grafstene waarde,Kiste aantal,Kiste waarde,Kranse aantal,Kranse waarde,Vars blom aantal,Vars blom waarde,Versekering aantal,Versekering waarde,Komm ontvang aantal,Komm ontvang waarde
Afwyking,-46712,-10,-44263,-7,-24394,-27,34331,-24,-2364,-5,-10022,20,35990,46361,15823
Afwyking %,-3,-7,-4,-32,-29,-13,13,-30,-18,-6,-11,95,104,31,146
Doelwit,1673906,150,1172427,13,92724,222,293737,52,14930,102,100089,0,0,0,0
Afwyking,-152963,-8,-100093,2,-34329,-34,2859,5,-3964,-26,-17436,41,70753,0,0
Afwyking %,-9,-5,-9,15,-37,-15,1,10,-27,-25,-17,0,0,0,0
7,EDENVALE - 59
Huidige jaar,1132238,106,945303,1,6648,169,149794,35,4994,55,25499,44,87551,83227,29428
Vorige jaar,1183839,107,910173,4,11327,173,197710,18,4017,75,60612,26,49121,77928,18290
Afwyking,-51601,-1,35129,-3,-4679,-4,-47916,17,977,-20,-35112,18,38431,5300,11138
Afwyking %,-4,-1,4,-75,-41,-2,-24,94,24,-27,-58,69,78,7,61
Doelwit,1259762,108,955682,5,12686,174,221435,68,4499,57,65460,0,0,0,0
Afwyking,-127524,-2,-10379,-4,-6038,-5,-71641,-33,495,-2,-39961,44,87551,0,0
Afwyking %,-10,-2,-1,-80,-48,-3,-32,-49,11,-4,-61,0,0,0,0
8,BRAKPAN - 19
Huidige jaar,1030653,115,755443,8,25414,159,183201,98,12715,58,53880,56,75154,134511,28348
Vorige jaar,804644,104,583233,9,31156,135,142372,92,8553,48,39330,36,46676,133492,23122
Afwyking,226009,11,172210,-1,-5742,24,40829,6,4162,10,14550,20,28478,1019,5225
Afwyking %,28,11,30,-11,-18,18,29,7,49,21,37,56,61,1,23
Doelwit,858803,118,612396,8,34896,153,159457,118,9578,67,42476,0,0,0,0
Afwyking,171850,-3,143047,0,-9482,6,23744,-20,3137,-9,11404,56,75154,0,0
Afwyking %,20,-3,23,0,-27,4,15,-17,33,-13,27,0,0,0,0
9,GERMISTON 2 (KATORUS) - 126 200701
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-66476
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66476
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,23227684,2143,16368864,203,1025065,2857,4536347,1115,201551,1223,1095857,1096,2180185,3203781,988025
Vorige jaar,15875908,2186,11103596,228,814734,2844,3155813,981,140141,1191,661623,1031,1945283,2284206,780516
Afwyking,7351776,-43,5265267,-25,210331,13,1380534,134,61410,32,434234,65,234902,919575,207509
Afwyking %,46,-2,47,-11,26,0,44,14,44,3,66,6,12,40,27
Doelwit,17396667,2520,11968305,285,916215,3263,3608830,1324,157587,1381,745729,0,0,0,0
Afwyking,5831017,-377,4400559,-82,108850,-406,927517,-209,43964,-158,350128,1096,2180185,0,0
Afwyking %,25,-15,37,-29,12,-12,26,-16,28,-11,47,0,0,0,0
1,DURBAN DIENS - 540,Opgegradeer 19992000
Huidige jaar,10323354,1068,7278945,98,365591,1095,2249350,980,81287,628,348180,318,571897,1653847,287063
Vorige jaar,10578689,1122,7523381,133,347476,1234,2276792,1097,83596,686,347445,428,686940,1552048,372380
Afwyking,-255335,-54,-244436,-35,18116,-139,-27441,-117,-2309,-58,735,-110,-115043,101799,-85317
Afwyking %,-2,-5,-3,-26,5,-11,-1,-11,-3,-8,0,-26,-17,7,-23
Doelwit,11307598,1174,7899550,83,389173,1255,2550007,741,93628,663,375241,0,0,0,0
Afwyking,-984244,-106,-620605,15,-23582,-160,-300657,239,-12341,-35,-27061,318,571897,0,0
Afwyking %,-9,-9,-8,18,-6,-13,-12,32,-13,-5,-7,0,0,0,0
2,PIETERMARITZBURG - 176
Huidige jaar,3030932,316,1942733,23,47970,355,880050,228,61729,219,98450,270,474634,502532,217130
Vorige jaar,2848685,327,1906727,19,73826,374,758276,209,53816,121,56040,106,200467,520509,91760
Afwyking,182247,-11,36006,4,-25856,-19,121774,19,7913,98,42410,164,274167,-17977,125370
Afwyking %,6,-3,2,21,-35,-5,16,9,15,81,76,155,137,-3,137
Doelwit,3054812,366,2002061,21,82687,406,849267,146,60273,164,60523,0,0,0,0
Afwyking,-23880,-50,-59328,2,-34717,-51,30783,82,1456,55,37927,270,474634,0,0
Afwyking %,-1,-14,-3,10,-42,-13,4,56,2,34,63,0,0,0,0
3,PORT SHEPSTONE - 186,Opgegradeer 19971998
Huidige jaar,2159717,314,1277703,15,37121,403,711354,183,42760,159,90780,853,1209096,397250,465483
Vorige jaar,2501143,345,1463314,25,115625,451,775205,267,43866,188,103134,303,460523,449558,492432
Afwyking,-341426,-31,-185611,-10,-78504,-48,-63852,-84,-1106,-29,-12355,550,748572,-52308,-26950
Afwyking %,-14,-9,-13,-40,-68,-11,-8,-31,-3,-15,-12,182,163,-12,-5
Doelwit,2694722,337,1536479,27,129499,381,868230,133,49130,160,111385,0,0,0,0
Afwyking,-535005,-23,-258776,-12,-92378,22,-156876,50,-6370,-1,-20605,853,1209096,0,0
Afwyking %,-20,-7,-17,-44,-71,6,-18,38,-13,-1,-18,0,0,0,0
4,KOKSTAD - 124
Huidige jaar,1612277,168,963232,27,160448,162,469785,131,22490,48,-3677,131,185739,270064,50501
Vorige jaar,2096739,206,1205940,48,257192,196,567600,500,59557,105,6450,237,366044,370661,124532
Afwyking,-484462,-38,-242709,-21,-96744,-34,-97815,-369,-37067,-57,-10127,-106,-180304,-100597,-74031
Afwyking %,-23,-18,-20,-44,-38,-17,-17,-74,-62,-54,-157,-45,-49,-27,-59
Doelwit,2263674,173,1266238,42,288055,178,635710,136,66705,119,6966,0,0,0,0
Afwyking,-651397,-5,-303006,-15,-127607,-16,-165925,-5,-44215,-71,-10643,131,185739,0,0
Afwyking %,-29,-3,-24,-36,-44,-9,-26,-4,-66,-60,-153,0,0,0,0
5,LADYSMITH - 131,Opgegradeer 19981999
Huidige jaar,1380114,181,949637,16,90932,238,303092,125,28613,127,7840,139,224338,285987,117446
Vorige jaar,1147005,147,762498,16,46608,198,315910,94,16195,111,5794,160,258476,246533,150599
Afwyking,233110,34,187138,0,44325,40,-12818,31,12419,16,2046,-21,-34139,39455,-33152
Afwyking %,20,23,25,0,95,20,-4,33,77,14,35,-13,-13,16,-22
Doelwit,1231039,290,800623,21,52201,281,353819,75,18138,178,6258,0,0,0,0
Afwyking,149075,-109,149014,-5,38731,-43,-50727,50,10475,-51,1582,139,224338,0,0
Afwyking %,12,-38,19,-24,74,-15,-14,67,58,-29,25,0,0,0,0
6,PHUTHADITJHABA - 179
Huidige jaar,1058718,134,615786,33,167447,142,242301,213,32275,46,910,105,108405,216505,41620
Vorige jaar,929926,141,531180,24,107930,153,256839,272,32584,48,1394,34,32122,182203,28484
Afwyking,128792,-7,84606,9,59517,-11,-14539,-59,-309,-2,-483,71,76283,34302,13136
Afwyking %,14,-5,16,38,55,-7,-6,-22,-1,-4,-35,209,237,19,46
Doelwit,1004277,203,557738,36,120883,213,287659,338,36493,80,1504,0,0,0,0
Afwyking,54441,-69,58048,-3,46564,-71,-45358,-125,-4218,-34,-594,105,108405,0,0
Afwyking %,5,-34,10,-8,39,-33,-16,-37,-12,-43,-39,0,0,0,0
7,HARRISMITH - 81
Huidige jaar,796810,76,458955,35,127144,117,169132,179,16590,50,24990,72,94332,145597,5234
Vorige jaar,771815,80,454629,33,116923,133,166704,144,9583,45,23977,108,143613,122555,4992
Afwyking,24995,-4,4326,2,10222,-16,2428,35,7007,5,1013,-36,-49281,23043,242
Afwyking %,3,-5,1,6,9,-12,1,24,73,11,4,-33,-34,19,5
Doelwit,831652,96,477360,46,130954,127,186710,81,10733,43,25895,0,0,0,0
Afwyking,-34842,-20,-18406,-11,-3809,-10,-17578,98,5857,7,-905,72,94332,0,0
Afwyking %,-4,-21,-4,-24,-3,-8,-9,121,55,16,-3,0,0,0,0
8,GREYTOWN - 72
Huidige jaar,360489,44,244822,4,23323,49,79969,69,12254,4,120,65,100867,66891,19821
Vorige jaar,243418,28,146726,7,47751,33,37795,64,8788,4,2359,93,141433,17916,43477
Afwyking,117070,16,98096,-3,-24427,16,42174,5,3466,0,-2239,-28,-40565,48975,-23656
Afwyking %,48,57,67,-43,-51,48,112,8,39,0,-95,-30,-29,273,-54
Doelwit,262266,46,154062,6,53482,53,42330,68,9844,19,2548,0,0,0,0
Afwyking,98223,-2,90760,-2,-30159,-4,37639,1,2410,-15,-2428,65,100867,0,0
Afwyking %,37,-4,59,-33,-56,-8,89,1,24,-79,-95,0,0,0,0
9,WARDEN - 260
Huidige jaar,297458,41,181026,5,15697,70,78113,170,11247,25,11376,15,18743,49765,36984
Vorige jaar,319930,42,172978,9,28716,64,99895,165,8623,22,9719,31,48146,52381,53429
Afwyking,-22472,-1,8048,-4,-13018,6,-21782,5,2624,3,1657,-16,-29403,-2616,-16446
Afwyking %,-7,-2,5,-44,-45,9,-22,3,30,14,17,-52,-61,-5,-31
Doelwit,345826,52,181626,8,32161,100,111884,181,9659,15,10497,0,0,0,0
Afwyking,-48368,-11,-600,-3,-16463,-30,-33771,-11,1588,10,879,15,18743,0,0
Afwyking %,-14,-21,0,-38,-51,-30,-30,-6,16,67,8,0,0,0,0
Afwyking %,-14,-21,0,-38,-51,-30,-30,-6,16,67,8,0,0,0,0
Huidige jaar,21019869,2342,13912837,256,1035675,2631,5183145,2278,309244,1306,578968,1968,2988052,3588438,1241281
Vorige jaar,21437351,2438,14167372,314,1142045,2836,5255015,2812,316606,1330,556312,1500,2337764,3514363,1362086
Afwyking,-417481,-96,-254535,-58,-106370,-205,-71870,-534,-7363,-24,22656,468,650287,74075,-120805
Afwyking %,-2,-4,-2,-18,-9,-7,-1,-19,-2,-2,4,31,28,2,-9
Doelwit,22995865,2737,14875737,290,1279095,2994,5885615,1899,354602,1441,600816,0,0,0,0
Afwyking,-1975996,-395,-962900,-34,-243420,-363,-702469,379,-45359,-135,-21848,1968,2988052,0,0
Afwyking %,-9,-14,-6,-12,-19,-12,-12,20,-13,-9,-4,0,0,0,0
1,KEIMOES - 111 200901
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doelwit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afwyking %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,RUSTENBURG - 199
Huidige jaar,7119921,728,5029481,54,249769,755,1334777,632,100410,380,405484,319,656734,1046661,362750
Vorige jaar,6124095,683,4403790,32,103902,638,1196578,627,77161,319,342664,356,734758,864513,356924
Afwyking,995827,45,625692,22,145867,117,138199,5,23249,61,62820,-37,-78024,182148,5826
Afwyking %,16,7,14,69,140,18,12,1,30,19,18,-10,-11,21,2
Doelwit,6537012,803,4623978,48,116369,767,1340166,1191,86420,389,370078,0,0,0,0
Afwyking,582909,-75,405503,6,133400,-12,-5390,-559,13990,-9,35406,319,656734,0,0
Afwyking %,9,-9,9,13,115,-2,0,-47,16,-2,10,0,0,0,0
2,CARLETONVILLE - 37
Huidige jaar,5132375,553,3593788,78,356644,637,923690,938,57632,188,200623,259,574522,894348,228043
Vorige jaar,5725064,627,4436163,49,209282,680,922002,847,48035,148,109581,210,392676,806355,211531
Afwyking,-592688,-74,-842375,29,147361,-43,1688,91,9596,40,91042,49,181846,87993,16512
Afwyking %,-10,-12,-19,59,70,-6,0,11,20,27,83,23,46,11,8
Doelwit,6097160,783,4657971,73,234397,860,1032643,523,53801,172,118347,0,0,0,0
Afwyking,-964785,-230,-1064183,5,122247,-223,-108954,415,3830,16,82275,259,574522,0,0
Afwyking %,-16,-29,-23,7,52,-26,-11,79,7,9,70,0,0,0,0
3,KLERKSDORP - 542
Huidige jaar,2741676,298,1808365,59,259168,362,478045,697,76156,205,119943,226,277832,404256,50497
Vorige jaar,2299567,300,1608744,28,93393,359,423877,757,75611,179,97942,215,239805,366670,37582
Afwyking,442109,-2,199621,31,165774,3,54168,-60,545,26,22001,11,38028,37585,12915
Afwyking %,19,-1,12,111,178,1,13,-8,1,15,22,5,16,10,34
Doelwit,2458989,309,1689181,42,104600,359,474744,552,84685,203,105777,0,0,0,0
Afwyking,282687,-11,119184,17,154567,3,3300,145,-8530,2,14166,226,277832,0,0
Afwyking %,11,-4,7,40,148,1,1,26,-10,1,13,0,0,0,0
4,POTCHEFSTROOM - 181
Huidige jaar,1544143,167,1090834,39,123032,197,239785,281,34362,106,56130,221,327884,247370,75898
Vorige jaar,1307474,153,903797,32,99559,173,218732,289,29864,89,55521,117,157586,212086,55017
Afwyking,236669,14,187037,7,23474,24,21053,-8,4497,17,609,104,170298,35284,20880
Afwyking %,18,9,21,22,24,14,10,-3,15,19,1,89,108,17,38
Doelwit,1398882,193,948987,49,111506,233,244980,433,33447,109,59963,0,0,0,0
Afwyking,145261,-26,141847,-10,11526,-36,-5195,-152,915,-3,-3833,221,327884,0,0
Afwyking %,10,-13,15,-20,10,-15,-2,-35,3,-3,-6,0,0,0,0
5,ORKNEY - 164,Opgegradeer 19992000
Huidige jaar,1496334,159,1085658,29,80597,172,273398,302,25833,63,30849,129,186923,210721,19128
Vorige jaar,1457929,165,1118587,6,22269,194,291878,190,16234,24,8960,87,135278,168068,63627
Afwyking,38406,-6,-32929,23,58327,-22,-18480,112,9598,39,21889,42,51645,42653,-44499
Afwyking %,3,-4,-3,383,262,-11,-6,59,59,163,244,48,38,25,-70
Doelwit,1554219,199,1174515,8,24940,215,326903,281,18183,37,9677,0,0,0,0
Afwyking,-57885,-40,-88858,21,55657,-43,-53505,21,7649,26,21172,129,186923,0,0
Afwyking %,-4,-20,-8,263,223,-20,-16,7,42,70,219,0,0,0,0
6,BRITS - 21,Opgegradeer 19971998
Huidige jaar,1342989,126,936844,12,51469,141,249061,259,35698,64,69917,204,326005,212635,145348
Vorige jaar,1577115,173,1090486,13,38357,172,312598,311,39043,100,96630,187,257398,228190,118703
Afwyking,-234127,-47,-153642,-1,13111,-31,-63537,-52,-3346,-36,-26713,17,68607,-15556,26645
Afwyking %,-15,-27,-14,-8,34,-18,-20,-17,-9,-36,-28,9,27,-7,22
Doelwit,1686171,165,1145010,14,42960,187,350111,373,43729,95,104360,0,0,0,0
Afwyking,-343182,-39,-208166,-2,8509,-46,-101050,-114,-8031,-31,-34443,204,326005,0,0
Afwyking %,-20,-24,-18,-14,20,-25,-29,-31,-18,-33,-33,0,0,0,0
7,LICHTENBURG - 133,Opgegradeer 19981999
Huidige jaar,696939,73,429090,10,55208,85,175237,568,32735,24,4670,35,74520,108334,26994
Vorige jaar,999124,97,584566,23,101718,110,239437,625,34140,57,39262,59,102987,134495,43926
Afwyking,-302185,-24,-155476,-13,-46510,-25,-64201,-57,-1406,-33,-34592,-24,-28467,-26161,-16931
Afwyking %,-30,-25,-27,-57,-46,-23,-27,-9,-4,-58,-88,-41,-28,-19,-39
Doelwit,1076529,124,613794,34,113924,144,268169,660,38237,65,42404,0,0,0,0
Afwyking,-379590,-51,-184704,-24,-58717,-59,-92933,-92,-5502,-41,-37734,35,74520,0,0
Afwyking %,-35,-41,-30,-71,-52,-41,-35,-14,-14,-63,-89,0,0,0,0
8,ZEERUST - 291
Huidige jaar,581687,59,398156,5,31343,72,140999,182,12925,24,-1735,52,80404,112023,32449
Vorige jaar,483088,62,363612,1,2967,67,96656,271,17043,31,2810,59,88082,92292,35437
Afwyking,98599,-3,34544,4,28376,5,44343,-89,-4119,-7,-4545,-7,-7678,19731,-2988
Afwyking %,20,-5,10,400,956,7,46,-33,-24,-23,-162,-12,-9,21,-8
Doelwit,515636,91,381792,3,3323,95,108256,439,19090,42,3175,0,0,0,0
Afwyking,66051,-32,16364,2,28020,-23,32743,-257,-6166,-18,-4910,52,80404,0,0
Afwyking %,13,-35,4,67,843,-24,30,-59,-32,-43,-155,0,0,0,0
Afwyking %,13,-35,4,67,843,-24,30,-59,-32,-43,-155,0,0,0,0
Huidige jaar,20656064,2163,14372215,286,1207228,2421,3814991,3859,375749,1054,885881,1445,2504824,3236348,941107
Vorige jaar,19973455,2260,14509745,184,671447,2393,3701759,3917,337133,947,753371,1290,2108570,2872669,922748
Afwyking,682609,-97,-137530,102,535780,28,113233,-58,38615,107,132510,155,396254,363679,18359
Afwyking %,3,-4,-1,55,80,1,3,-1,11,11,18,12,19,13,2
Doelwit,21324598,2667,15235229,271,752020,2860,4145973,4452,377593,1112,813782,0,0,0,0
Afwyking,-668534,-504,-863014,15,455208,-439,-330982,-593,-1845,-58,72099,1445,2504824,0,0
Afwyking %,-3,-19,-6,6,61,-15,-8,-13,0,-5,9,0,0,0,0
1,PRETORIA DIENS - 545
Huidige jaar,3388740,427,2368732,32,240251,347,619485,154,28797,137,131475,72,166496,970021,79339
Vorige jaar,3969507,521,2743396,23,140748,507,882557,206,33575,217,169232,76,143176,964742,67663
Afwyking,-580767,-94,-374664,9,99504,-160,-263072,-52,-4778,-80,-37757,-4,23320,5279,11676
Afwyking %,-15,-18,-14,39,71,-32,-30,-25,-14,-37,-22,-5,16,1,17
Doelwit,4250880,530,2880568,42,161475,503,988464,301,37603,242,182771,0,0,0,0
Afwyking,-862140,-103,-511836,-10,78776,-156,-368979,-147,-8806,-105,-51296,72,166496,0,0
Afwyking %,-20,-19,-18,-24,49,-31,-37,-49,-23,-43,-28,0,0,0,0
2,PRETORIA-OOS - 547
Huidige jaar,3233960,311,2292579,55,124068,515,634041,47,6387,156,176885,44,93584,284829,28656
Vorige jaar,2924037,300,1994898,47,153938,477,624199,74,8434,142,142568,10,73216,209312,7113
Afwyking,309923,11,297682,8,-29870,38,9842,-27,-2047,14,34317,34,20368,75517,21543
Afwyking %,11,4,15,17,-19,8,2,-36,-24,10,24,340,28,36,303
Doelwit,3129575,370,2094644,75,172411,601,699102,49,9445,186,153973,0,0,0,0
Afwyking,104385,-59,197935,-20,-48342,-86,-65061,-2,-3058,-30,22912,44,93584,0,0
Afwyking %,3,-16,9,-27,-28,-14,-9,-4,-32,-16,15,0,0,0,0
3,SOSHANGUVE - 205,Opgegradeer 19971998
Huidige jaar,2874197,235,2189283,11,64609,198,578416,199,20427,141,21462,187,301171,427121,136349
Vorige jaar,2866658,261,2170765,19,102276,234,591979,121,13542,7,-11904,221,385715,397262,157417
Afwyking,7540,-26,18518,-8,-37667,-36,-13562,78,6885,134,33366,-34,-84544,29859,-21068
Afwyking %,0,-10,1,-42,-37,-15,-2,64,51,1914,-280,-15,-22,8,-13
Doelwit,3059178,259,2279303,16,114547,227,663016,89,15168,155,-12856,0,0,0,0
Afwyking,-184981,-24,-90020,-5,-49938,-29,-84600,110,5259,-14,34318,187,301171,0,0
Afwyking %,-6,-9,-4,-31,-44,-13,-13,124,35,-9,0,0,0,0,0
4,PRETORIA NOORD - 490
Huidige jaar,2693914,213,1944143,37,110735,302,503766,150,16460,155,118810,35,55030,230896,35233
Vorige jaar,2702725,232,1917415,36,104960,325,541877,135,14726,169,123747,43,56857,182491,41210
Afwyking,-8811,-19,26727,1,5775,-23,-38111,15,1734,-14,-4937,-8,-1827,48405,-5977
Afwyking %,0,-8,1,3,6,-7,-7,11,12,-8,-4,-19,-3,27,-15
Doelwit,2887880,264,2013285,41,117554,368,606902,167,16492,196,133647,0,0,0,0
Afwyking,-193966,-51,-69142,-4,-6819,-66,-103136,-17,-32,-41,-14837,35,55030,0,0
Afwyking %,-7,-19,-3,-10,-6,-18,-17,-10,0,-21,-11,0,0,0,0
5,MIDDELBURG TVL - 144
Huidige jaar,2204421,223,1553462,27,86738,283,387245,316,53056,116,123920,36,84185,323098,20068
Vorige jaar,2933911,374,2257245,40,113392,416,405427,261,40987,114,116860,40,94287,303735,26367
Afwyking,-729490,-151,-703783,-13,-26654,-133,-18182,55,12069,2,7060,-4,-10103,19363,-6298
Afwyking %,-25,-40,-31,-33,-24,-32,-4,21,29,2,6,-10,-11,6,-24
Doelwit,3123304,310,2370108,24,127000,344,454079,295,45907,147,126210,0,0,0,0
Afwyking,-918883,-87,-816647,3,-40262,-61,-66834,21,7150,-31,-2290,36,84185,0,0
Afwyking %,-29,-28,-34,13,-32,-18,-15,7,16,-21,-2,0,0,0,0
6,TEMBA - 107
Huidige jaar,2156752,181,1644070,6,33974,158,451421,109,10956,114,16332,248,391506,328445,156887
Vorige jaar,1833560,168,1404256,7,51105,144,363298,85,9665,48,5236,268,429872,273041,132494
Afwyking,323192,13,239814,-1,-17131,14,88123,24,1291,66,11095,-20,-38366,55405,24392
Afwyking %,18,8,17,-14,-34,10,24,28,13,138,212,-7,-9,20,18
Doelwit,1955080,169,1474470,11,57238,154,406893,211,10824,135,5656,0,0,0,0
Afwyking,201672,12,169600,-5,-23264,4,44528,-102,133,-21,10676,248,391506,0,0
Afwyking %,10,7,12,-45,-41,3,11,-48,1,-16,189,0,0,0,0
7,MAMELODI - 495
Huidige jaar,1952950,155,1393825,12,63381,137,425671,137,21428,105,48645,355,543853,271346,223724
Vorige jaar,1499992,150,1123683,12,72465,122,257200,233,18437,90,28207,375,645160,221971,253022
Afwyking,452959,5,270143,0,-9085,15,168471,-96,2991,15,20438,-20,-101307,49375,-29299
Afwyking %,30,3,24,0,-13,12,66,-41,16,17,72,-5,-16,22,-12
Doelwit,1600205,204,1179867,5,81162,169,288063,157,20649,116,30464,0,0,0,0
Afwyking,352745,-49,213958,7,-17781,-32,137608,-20,779,-11,18181,355,543853,0,0
Afwyking %,22,-24,18,140,-22,-19,48,-13,4,-9,60,0,0,0,0
8,CENTURION - 58
Huidige jaar,1756234,167,1246071,6,23870,264,363553,72,9871,108,112869,33,81736,135205,25669
Vorige jaar,870956,100,665633,12,21139,152,122494,35,4031,63,57660,0,0,55439,0
Afwyking,885278,67,580438,-6,2731,112,241060,37,5841,45,55209,33,81736,79765,25669
Afwyking %,102,67,87,-50,13,74,197,106,145,71,96,0,0,144,0
Doelwit,926573,79,698916,8,23676,123,137193,13,4516,48,62273,0,0,0,0
Afwyking,829661,88,547155,-2,194,141,226360,59,5355,60,50596,33,81736,0,0
Afwyking %,90,111,78,-25,1,115,165,454,119,125,81,0,0,0,0
9,WITBANK - 267
Huidige jaar,1349649,149,966911,16,78620,216,216522,236,36667,56,50930,338,555066,187343,247774
Vorige jaar,1600378,159,1122914,11,38150,242,352094,276,38652,67,48568,145,260422,200065,92907
Afwyking,-250730,-10,-156004,5,40470,-26,-135572,-40,-1986,-11,2362,193,294644,-12722,154867
Afwyking %,-16,-6,-14,45,106,-11,-39,-14,-5,-16,5,133,113,-6,167
Doelwit,1711874,185,1179061,16,42727,252,394344,245,43289,71,52453,0,0,0,0
Afwyking,-362225,-36,-212150,0,35893,-36,-177823,-9,-6622,-15,-1523,338,555066,0,0
Afwyking %,-21,-19,-18,0,84,-14,-45,-4,-15,-21,-3,0,0,0,0
10,PRETORIA MOOT - 480
Huidige jaar,1233914,140,936033,16,40261,216,182495,64,7168,95,67957,88,171195,99452,66877
Vorige jaar,1233785,151,900802,21,69707,217,188367,65,6155,93,68754,24,57918,96408,14598
Afwyking,129,-11,35231,-5,-29446,-1,-5872,-1,1013,2,-797,64,113277,3044,52279
Afwyking %,0,-7,4,-24,-42,0,-3,-2,16,2,-1,267,196,3,358
Doelwit,1316033,145,945843,30,78071,202,210972,88,6892,99,74254,0,0,0,0
Afwyking,-82119,-5,-9810,-14,-37810,14,-28478,-24,276,-4,-6297,88,171195,0,0
Afwyking %,-6,-3,-1,-47,-48,7,-13,-27,4,-4,-8,0,0,0,0
11,BRONKHORSTSPRUIT 1 - 22,Opgegradeer 19971998
Huidige jaar,884973,74,664238,2,14551,82,156311,98,15891,52,33982,0,0,90567,735
Vorige jaar,878908,80,685930,2,19933,91,124932,79,16632,52,31480,0,0,136195,1180
Afwyking,6065,-6,-21692,0,-5382,-9,31379,19,-742,0,2502,0,0,-45628,-445
Afwyking %,1,-8,-3,0,-27,-10,25,24,-4,0,8,0,0,-34,-38
Doelwit,935104,61,720227,0,22326,62,139924,73,18629,26,33998,0,0,0,0
Afwyking,-50131,13,-55988,2,-7775,20,16387,25,-2738,26,-17,0,0,0,0
Afwyking %,-5,21,-8,0,-35,32,12,34,-15,100,0,0,0,0,0
12,PTA KLIENTE DIENS - 444
Huidige jaar,884636,63,606703,11,66617,65,181925,1,333,44,29057,459,724743,36522,329728
Vorige jaar,1007842,70,662185,12,86645,70,219759,3,833,54,38420,353,599230,55540,279562
Afwyking,-123206,-7,-55482,-1,-20028,-5,-37833,-2,-500,-10,-9363,106,125513,-19018,50166
Afwyking %,-12,-10,-8,-8,-23,-7,-17,-67,-60,-19,-24,30,21,-34,18
Doelwit,1080896,48,695295,8,97042,46,246130,4,934,42,41494,0,0,0,0
Afwyking,-196260,15,-88592,3,-30425,19,-64205,-3,-601,2,-12436,459,724743,0,0
Afwyking %,-18,31,-13,38,-31,41,-26,-75,-64,5,-30,0,0,0,0
Afwyking %,-18,31,-13,38,-31,41,-26,-75,-64,5,-30,0,0,0,0
Huidige jaar,24614339,2338,17806049,231,947675,2783,4700851,1583,227441,1279,932323,1895,3168565,3384846,1351038
Vorige jaar,24322258,2566,17649122,242,974458,2997,4674182,1573,205670,1116,818827,1555,2745854,3096203,1073533
Afwyking,292081,-228,156928,-11,-26783,-214,26670,10,21771,163,113496,340,422711,288642,277504
Afwyking %,1,-9,1,-5,-3,-7,1,1,11,15,14,22,15,9,26
Doelwit,25976582,2624,18531587,276,1095228,3051,5235083,1692,230348,1463,884336,0,0,0,0
Afwyking,-1362243,-286,-725537,-45,-147554,-268,-534231,-109,-2908,-184,47987,1895,3168565,0,0
Afwyking %,-6,-11,-4,-16,-13,-9,-10,-6,-1,-13,5,0,0,0,0
1,PIETERSBURG - 188,Opgegradeer 19992000
Huidige jaar,6439652,497,4215425,66,361608,491,1336418,1357,122759,323,403441,327,634734,980786,263904
Vorige jaar,5849513,483,3716829,66,349711,498,1260900,1446,135631,319,386443,259,511246,789576,215494
Afwyking,590138,14,498596,0,11898,-7,75519,-89,-12872,4,16997,68,123488,191210,48410
Afwyking %,10,3,13,0,3,-1,6,-6,-9,1,4,26,24,24,22
Doelwit,6275815,555,3902669,74,391674,541,1412207,1078,151906,378,417360,0,0,0,0
Afwyking,163837,-58,312756,-8,-30066,-50,-75789,279,-29147,-55,-13919,327,634734,0,0
