BSR21002, AVBOB INFORMATION SERVICES - PRODUCTION,11-06-07
.,OMSET SYFERS PER AGENTSKAP VIR TYDPERK VAN,201007,TOT,201105
Agentskap naam,Totale omset,Begrafnisse aantal,Begrafnisse waarde,Grafstene aantal,Grafstene waarde,Kiste aantal,Kiste waarde,Kranse aantal,Kranse waarde,Vars blom aantal,Vars blom waarde,Versekering aantal,Versekering waarde,Komm ontvang aantal,Komm ontvang waarde
Doelwit,29007797,2917,20709724,307,1165551,3381,5866933,1870,253545,1616,1012044,0,0,0,0
Afwyking,-1520217,-307,-847830,-52,-141661,-280,-564488,-156,-4325,-175,38087,2065,3432864,0,0
Afwyking %,-6,-11,-4,-17,-12,-8,-10,-8,-2,-11,4,0,0,0,0
1,PIETERSBURG - 188,Opgegradeer 19992000
Huidige jaar,7343411,566,4775371,78,439456,563,1530933,1472,135731,366,461919,365,705365,1112343,292334
Vorige jaar,6607074,547,4238771,71,378953,570,1408793,1555,146584,355,433973,291,561525,890546,237865
Afwyking,736337,19,536600,7,60503,-7,122140,-83,-10853,11,27946,74,143840,221797,54469
Afwyking %,11,3,13,10,16,-1,9,-5,-7,3,6,25,26,25,23
Doelwit,7085847,613,4450710,76,424425,601,1577847,1200,164173,412,468692,0,0,0,0
Afwyking,257564,-47,324662,2,15031,-38,-46914,272,-28442,-46,-6773,365,705365,0,0
Afwyking %,4,-8,7,3,4,-6,-3,23,-17,-11,-1,0,0,0,0
2,NELSPRUIT - 156
Huidige jaar,4160831,362,2806010,16,98434,379,987686,387,76885,246,191816,67,102574,721596,41765
Vorige jaar,4475772,409,3036555,18,108626,435,1029054,407,76453,299,225084,56,97073,718515,49114
Afwyking,-314941,-47,-230546,-2,-10193,-56,-41368,-20,433,-53,-33268,11,5500,3081,-7348
Afwyking %,-7,-11,-8,-11,-9,-13,-4,-5,1,-18,-15,20,6,0,-15
Doelwit,4791298,477,3188381,37,121660,489,1152539,483,85627,306,243091,0,0,0,0
Afwyking,-630467,-115,-382371,-21,-23226,-110,-164853,-96,-8742,-60,-51275,67,102574,0,0
Afwyking %,-13,-24,-12,-57,-19,-22,-14,-20,-10,-20,-21,0,0,0,0
3,TZANEEN - 224
Huidige jaar,2379095,181,1582469,15,95541,184,537686,711,71602,123,91796,80,133774,371405,63446
Vorige jaar,2485144,200,1696700,11,69163,219,556151,733,80129,137,83000,110,187170,376196,72312
Afwyking,-106049,-19,-114231,4,26378,-35,-18465,-22,-8527,-14,8796,-30,-53397,-4790,-8866
Afwyking %,-4,-10,-7,36,38,-16,-3,-3,-11,-10,11,-27,-29,-1,-12
Doelwit,2661274,213,1781534,22,77464,223,622890,656,89746,161,89640,0,0,0,0
Afwyking,-282179,-32,-199064,-7,18078,-39,-85204,55,-18143,-38,2156,80,133774,0,0
Afwyking %,-11,-15,-11,-32,23,-17,-14,8,-20,-24,2,0,0,0,0
4,LOUIS TRICHARDT - 519,Opgegradeer 19992000
Huidige jaar,2103786,193,1393747,14,77944,189,475386,817,85180,134,71530,9,15978,336451,7162
Vorige jaar,2469517,224,1666404,19,118096,241,502413,1044,97385,169,85219,0,0,353615,7889
Afwyking,-365731,-31,-272657,-5,-40153,-52,-27028,-227,-12205,-35,-13689,9,15978,-17164,-727
Afwyking %,-15,-14,-16,-26,-34,-22,-5,-22,-13,-21,-16,0,0,-5,-9
Doelwit,2645802,193,1749724,24,132268,215,562704,1146,109070,155,92037,0,0,0,0
Afwyking,-542016,0,-355977,-10,-54324,-26,-87318,-329,-23890,-21,-20507,9,15978,0,0
Afwyking %,-20,0,-20,-42,-41,-12,-16,-29,-22,-14,-22,0,0,0,0
5,GROBLERSDAL - 74,Opgegradeer 19981999
Huidige jaar,1793012,217,1420028,12,76340,155,264224,358,32354,106,66,71,121438,325863,88063
Vorige jaar,1218369,116,940118,4,19604,116,233921,389,29576,80,-4849,58,106058,243803,77921
Afwyking,574643,101,479910,8,56736,39,30303,-31,2778,26,4916,13,15380,82060,10142
Afwyking %,47,87,51,200,289,34,13,-8,9,33,-101,22,15,34,13
Doelwit,1302891,176,987124,7,21957,171,261989,443,33125,144,-1304,0,0,0,0
Afwyking,490121,41,432904,5,54383,-16,2235,-85,-772,-38,1370,71,121438,0,0
Afwyking %,38,23,44,71,248,-9,1,-19,-2,-26,0,0,0,0,0
6,GIYANI - 76
Huidige jaar,1661130,113,1073853,5,32173,132,449196,604,52313,63,53595,77,177105,228397,79610
Vorige jaar,1234039,104,807097,5,28289,157,351623,587,45231,2,1800,85,163823,106835,72999
Afwyking,427091,9,266757,0,3884,-25,97574,17,7082,61,51795,-8,13282,121562,6611
Afwyking %,35,9,33,0,14,-16,28,3,16,3050,2878,-9,8,114,9
Doelwit,1325558,106,847453,4,31684,194,393818,681,50660,59,1944,0,0,0,0
Afwyking,335572,7,226400,1,490,-62,55378,-77,1653,4,51651,77,177105,0,0
Afwyking %,25,7,27,25,2,-32,14,-11,3,7,2657,0,0,0,0
7,POTGIETERSRUS - 183,Opgegradeer 19971998
Huidige jaar,1558366,140,1088748,8,29852,132,280877,639,71421,86,87468,133,211252,273083,107553
Vorige jaar,1499892,141,1056584,10,32739,144,257766,604,57464,87,95340,196,303161,250746,121056
Afwyking,58473,-1,32164,-2,-2888,-12,23111,35,13957,-1,-7872,-63,-91909,22337,-13503
Afwyking %,4,-1,3,-20,-9,-8,9,6,24,-1,-8,-32,-30,9,-11
Doelwit,1602108,148,1109414,5,36668,146,288698,489,64361,101,102967,0,0,0,0
Afwyking,-43742,-8,-20666,3,-6816,-14,-7821,150,7061,-15,-15499,133,211252,0,0
Afwyking %,-3,-5,-2,60,-19,-10,-3,31,11,-15,-15,0,0,0,0
8,BURGERSFORT - 17
Huidige jaar,1359546,128,947223,12,76541,131,260856,311,43232,40,31694,326,589146,232349,281179
Vorige jaar,1174515,136,865632,6,40037,134,208962,348,37874,29,22010,192,349469,207042,156565
Afwyking,185031,-8,81591,6,36504,-3,51894,-37,5358,11,9684,134,239677,25307,124614
Afwyking %,16,-6,9,100,91,-2,25,-11,14,38,44,70,69,12,80
Doelwit,1253984,116,908914,10,44842,119,234039,364,42420,29,23771,0,0,0,0
Afwyking,105562,12,38309,2,31699,12,26818,-53,812,11,7924,326,589146,0,0
Afwyking %,8,10,4,20,71,10,11,-15,2,38,33,0,0,0,0
9,NABOOMSPRUIT - 154
Huidige jaar,635413,81,446961,13,50869,84,97140,214,18892,24,21550,42,77293,95220,24754
Vorige jaar,587310,74,408678,6,21925,90,113554,277,15503,32,27650,13,19709,41212,6415
Afwyking,48103,7,38284,7,28944,-6,-16413,-63,3389,-8,-6100,29,57584,54008,18339
Afwyking %,8,9,9,117,132,-7,-14,-23,22,-25,-22,223,292,131,286
Doelwit,628072,82,429112,6,24556,81,127178,192,17363,39,29862,0,0,0,0
Afwyking,7341,-1,17850,7,26313,3,-30038,22,1529,-15,-8312,42,77293,0,0
Afwyking %,1,-1,4,117,107,4,-24,11,9,-38,-28,0,0,0,0
Afwyking %,1,-1,4,117,107,4,-24,11,9,-38,-28,0,0,0,0
Huidige jaar,22994590,1981,15534410,173,977150,1949,4883985,5513,587610,1188,1011435,1170,2133925,3696707,985866
Vorige jaar,21751633,1951,14716538,150,817434,2106,4662237,5944,586198,1190,969226,1001,1787990,3188508,802136
Afwyking,1242957,30,817872,23,159716,-157,221748,-431,1412,-2,42209,169,345935,508198,183730
Afwyking %,6,2,6,15,20,-7,5,-7,0,0,4,17,19,16,23
Doelwit,23296834,2124,15452365,191,915522,2239,5221702,5654,656545,1406,1050700,0,0,0,0
Afwyking,-302244,-143,82046,-18,61628,-290,-337717,-141,-68935,-218,-39265,1170,2133925,0,0
Afwyking %,-1,-7,1,-9,7,-13,-6,-2,-10,-16,-4,0,0,0,0
1,UPINGTON - 112
Huidige jaar,1511652,159,915901,28,206342,201,299518,286,37453,99,52438,196,318744,237029,132612
Vorige jaar,1343297,143,808918,24,163062,210,288078,520,38868,90,44370,26,39713,200142,78329
Afwyking,168356,16,106983,4,43280,-9,11439,-234,-1414,9,8068,170,279031,36887,54283
Afwyking %,13,11,13,17,27,-4,4,-45,-4,10,18,654,703,18,69
Doelwit,1446095,157,849364,31,182632,196,322648,374,43531,102,47920,0,0,0,0
Afwyking,65557,2,66537,-3,23711,5,-23131,-88,-6078,-3,4518,196,318744,0,0
Afwyking %,5,1,8,-10,13,3,-7,-24,-14,-3,9,0,0,0,0
2,MAFIKENG - 140
Huidige jaar,1398137,155,900389,12,50702,143,359894,440,30758,105,56394,97,114973,131061,27817
Vorige jaar,1854280,206,1164674,20,127198,196,422333,880,44512,132,95562,208,266372,259065,69477
Afwyking,-456144,-51,-264285,-8,-76496,-53,-62439,-440,-13754,-27,-39168,-111,-151399,-128004,-41660
Afwyking %,-25,-25,-23,-40,-60,-27,-15,-50,-31,-20,-41,-53,-57,-49,-60
Doelwit,1991445,249,1222907,34,142463,231,473015,1017,49853,147,103207,0,0,0,0
Afwyking,-593308,-94,-322518,-22,-91761,-88,-113121,-577,-19095,-42,-46813,97,114973,0,0
Afwyking %,-30,-38,-26,-65,-64,-38,-24,-57,-38,-29,-45,0,0,0,0
3,KURUMAN - 119
Huidige jaar,1214088,109,672302,34,210724,115,244066,296,28080,76,58916,109,176373,191137,66539
Vorige jaar,1157235,123,654904,30,186854,137,219943,378,28663,85,66871,17,22170,193317,53183
Afwyking,56852,-14,17398,4,23870,-22,24123,-82,-583,-9,-7955,92,154203,-2180,13355
Afwyking %,5,-11,3,13,13,-16,11,-22,-2,-11,-12,541,696,-1,25
Doelwit,1247590,131,687650,32,209279,153,246336,463,32104,96,72221,0,0,0,0
Afwyking,-33502,-22,-15349,2,1445,-38,-2270,-167,-4024,-20,-13305,109,176373,0,0
Afwyking %,-3,-17,-2,6,1,-25,-1,-36,-13,-21,-18,0,0,0,0
4,HARTSWATER 1 - 31,Opgegradeer 19981999
Huidige jaar,1125074,131,793859,15,34176,141,222088,641,34109,92,40842,238,349370,89907,115229
Vorige jaar,1194627,119,654041,46,203671,119,225996,1060,56153,98,54768,179,247232,189489,103113
Afwyking,-69554,12,139818,-31,-169494,22,-3908,-419,-22043,-6,-13926,59,102138,-99582,12116
Afwyking %,-6,10,21,-67,-83,18,-2,-40,-39,-6,-25,33,41,-53,12
Doelwit,1290011,150,686744,48,228110,158,253117,824,62891,114,59148,0,0,0,0
Afwyking,-164937,-19,107115,-33,-193934,-17,-31029,-183,-28782,-22,-18307,238,349370,0,0
Afwyking %,-13,-13,16,-69,-85,-11,-12,-22,-46,-19,-31,0,0,0,0
5,VRYBURG - 247
Huidige jaar,655553,62,359096,20,131991,69,133399,296,31628,46,-560,66,137739,133695,56138
Vorige jaar,674397,73,388556,16,85440,77,167779,487,30167,61,2454,45,82911,133519,33812
Afwyking,-18843,-11,-29460,4,46551,-8,-34380,-191,1461,-15,-3014,21,54828,177,22326
Afwyking %,-3,-15,-8,25,54,-10,-20,-39,5,-25,-123,47,66,0,66
Doelwit,728027,76,407983,15,95694,76,187912,479,33787,59,2650,0,0,0,0
Afwyking,-72474,-14,-48887,5,36297,-7,-54513,-183,-2159,-13,-3210,66,137739,0,0
Afwyking %,-10,-18,-12,33,38,-9,-29,-38,-6,-22,-121,0,0,0,0
6,SCHWEIZER RENEKE - 200
Huidige jaar,603916,73,400897,1,3171,87,150884,530,33207,37,15758,6,7079,70370,24426
Vorige jaar,514316,63,268838,13,70870,65,129181,486,18513,46,26915,133,152615,89785,51641
Afwyking,89600,10,132059,-12,-67699,22,21703,44,14694,-9,-11157,-127,-145536,-19415,-27215
Afwyking %,17,16,49,-92,-96,34,17,9,79,-20,-41,-95,-95,-22,-53
Doelwit,556140,89,282280,17,79376,97,144682,372,20735,45,29068,0,0,0,0
Afwyking,47776,-16,118617,-16,-76205,-10,6202,158,12472,-8,-13311,6,7079,0,0
Afwyking %,9,-18,42,-94,-96,-10,4,42,60,-18,-46,0,0,0,0
7,DELAREYVILLE - 201
Huidige jaar,498034,56,300789,13,60844,48,100017,754,32000,28,4384,77,119558,95508,22941
Vorige jaar,451865,43,234021,5,37228,41,135943,902,34981,35,9692,32,56779,72697,17161
Afwyking,46168,13,66767,8,23616,7,-35926,-148,-2981,-7,-5308,45,62779,22811,5779
Afwyking %,10,30,29,160,63,17,-26,-16,-9,-20,-55,141,111,31,34
Doelwit,489322,43,245722,7,41697,44,152256,876,39180,29,10467,0,0,0,0
Afwyking,8712,13,55067,6,19148,4,-52239,-122,-7180,-1,-6083,77,119558,0,0
Afwyking %,2,30,22,86,46,9,-34,-14,-18,-3,-58,0,0,0,0
8,POSTMASBURG - 182
Huidige jaar,470678,39,288302,22,96944,54,66403,195,13276,28,5753,35,54403,74507,18117
Vorige jaar,418708,40,250946,18,66589,49,64383,301,17756,22,19035,4,6869,54646,19579
Afwyking,51970,-1,37356,4,30356,5,2021,-106,-4480,6,-13282,31,47535,19860,-1462
Afwyking %,12,-3,15,22,46,10,3,-35,-25,27,-70,775,692,36,-7
Doelwit,450627,29,263492,9,74581,36,72110,190,19886,16,20558,0,0,0,0
Afwyking,20051,10,24809,13,22364,18,-5707,5,-6610,12,-14805,35,54403,0,0
Afwyking %,4,34,9,144,30,50,-8,3,-33,75,-72,0,0,0,0
9,WOLMARANSSTAD - 264
Huidige jaar,383832,49,246573,19,36040,52,82180,235,14369,33,4670,24,25250,78134,7886
Vorige jaar,346307,48,214378,5,31316,50,82895,327,12939,29,4778,33,38834,59374,9798
Afwyking,37525,1,32195,14,4724,2,-715,-92,1430,4,-108,-9,-13584,18760,-1912
Afwyking %,11,2,15,280,15,4,-1,-28,11,14,-2,-27,-35,32,-20
Doelwit,372664,58,225097,9,35074,62,92840,261,14493,33,5160,0,0,0,0
Afwyking,11168,-9,21476,10,966,-10,-10660,-26,-124,0,-490,24,25250,0,0
Afwyking %,3,-16,10,111,3,-16,-11,-10,-1,0,-9,0,0,0,0
10,CHRISTIANA - 30
Huidige jaar,371700,47,250402,5,25119,64,68149,417,18389,28,9641,37,45188,43413,17343
Vorige jaar,159949,27,99464,3,6260,34,39500,315,12205,3,2520,26,29604,19096,5412
Afwyking,211750,20,150938,2,18859,30,28649,102,6183,25,7121,11,15584,24318,11931
Afwyking %,132,74,152,67,301,88,73,32,51,833,283,42,53,127,220
Doelwit,172080,38,104437,5,7011,48,44239,409,13671,6,2722,0,0,0,0
Afwyking,199620,9,145965,0,18108,16,23910,8,4718,22,6920,37,45188,0,0
Afwyking %,116,24,140,0,258,33,54,2,35,367,254,0,0,0,0
11,WARRENTON - 261 200909
Huidige jaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorige jaar,23773,2,14780,2,3929,3,2673,53,2042,1,350,0,0,1917,-3325
Afwyking,-23773,-2,-14780,-2,-3929,-3,-2673,-53,-2042,-1,-350,0,0,-1917,3325
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,-100,-100
Doelwit,25579,13,15519,7,4401,15,2994,228,2287,10,378,0,0,0,0
Afwyking,-25579,-13,-15519,-7,-4401,-15,-2994,-228,-2287,-10,-378,0,0,0,0
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,0,0
Afwyking %,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,0,0,0,0
Huidige jaar,8232663,880,5128508,169,856054,974,1726598,4090,273269,572,248235,885,1348678,1144761,489047
Vorige jaar,8138756,887,4753520,182,982417,981,1778704,5709,296801,602,327315,703,943100,1273047,438182
Afwyking,93907,-7,374988,-13,-126363,-7,-52106,-1619,-23531,-30,-79080,182,405578,-128286,50866
Afwyking %,1,-1,8,-7,-13,-1,-3,-28,-8,-5,-24,26,43,-10,12
Doelwit,8769578,1033,4991195,214,1100316,1116,1992150,5493,332417,657,353499,0,0,0,0
Afwyking,-536915,-153,137313,-45,-244262,-142,-265552,-1403,-59148,-85,-105264,885,1348678,0,0
Afwyking %,-7,-15,3,-21,-22,-13,-13,-26,-18,-13,-30,0,0,0,0
1,GEORGE - 79,Opgegradeer 19981999
Huidige jaar,2143445,417,1676280,13,51486,527,359844,202,23736,84,32100,473,580064,356119,170326
Vorige jaar,2118908,510,1501833,21,92175,600,460065,475,31298,108,33538,377,463500,398428,138196
Afwyking,24537,-93,174447,-8,-40688,-73,-100221,-273,-7562,-24,-1438,96,116564,-42309,32131
Afwyking %,1,-18,12,-38,-44,-12,-22,-57,-24,-22,-4,25,25,-11,23
Doelwit,2266707,547,1576926,31,103236,626,515271,585,35054,134,36221,0,0,0,0
Afwyking,-123262,-130,99354,-18,-51750,-99,-155427,-383,-11318,-50,-4121,473,580064,0,0
Afwyking %,-5,-24,6,-58,-50,-16,-30,-65,-32,-37,-11,0,0,0,0
2,BREDASDORP - 29
Huidige jaar,887343,127,649283,38,61633,160,129072,79,10337,88,37018,147,136998,142189,49141
Vorige jaar,875009,149,643468,37,66316,184,129290,268,6877,104,29058,139,133551,147699,48885
Afwyking,12334,-22,5815,1,-4683,-24,-218,-189,3460,-16,7960,8,3447,-5510,257
Afwyking %,1,-15,1,3,-7,-13,0,-71,50,-15,27,6,3,-4,1
Doelwit,933804,140,675640,36,74274,165,144804,320,7703,136,31383,0,0,0,0
Afwyking,-46461,-13,-26358,2,-12641,-5,-15731,-241,2633,-48,5636,147,136998,0,0
Afwyking %,-5,-9,-4,6,-17,-3,-11,-75,34,-35,18,0,0,0,0
3,WORCESTER - 273
Huidige jaar,752602,101,538703,31,93179,150,94180,85,7975,33,18566,14,20141,128830,59502
Vorige jaar,759215,148,562590,20,57527,202,110038,116,7647,44,21413,0,0,124040,21716
Afwyking,-6613,-47,-23887,11,35652,-52,-15858,-31,328,-11,-2847,14,20141,4790,37786
Afwyking %,-1,-32,-4,55,62,-26,-14,-27,4,-25,-13,0,0,4,174
Doelwit,810083,207,590720,30,64430,246,123241,131,8566,42,23126,0,0,0,0
Afwyking,-57481,-106,-52017,1,28748,-96,-29062,-46,-590,-9,-4560,14,20141,0,0
Afwyking %,-7,-51,-9,3,45,-39,-24,-35,-7,-21,-20,0,0,0,0
4,ROBERTSON - 513
Huidige jaar,708515,98,452657,24,104013,97,140770,54,6711,50,4365,176,219054,116684,47959
Vorige jaar,574650,89,378231,21,93656,94,97642,40,2438,37,2683,159,181346,97415,63611
Afwyking,133866,9,74426,3,10357,3,43128,14,4273,13,1682,17,37708,19269,-15653
Afwyking %,23,10,20,14,11,3,44,35,175,35,63,11,21,20,-25
Doelwit,617028,97,397145,13,104896,103,109361,66,2729,42,2897,0,0,0,0
Afwyking,91487,1,55513,11,-883,-6,31408,-12,3981,8,1468,176,219054,0,0
Afwyking %,15,1,14,85,-1,-6,29,-18,146,19,51,0,0,0,0
5,BEAUFORT WES - 27
Huidige jaar,547215,69,313026,17,101839,80,101386,215,12463,44,18500,94,108466,97201,15240
Vorige jaar,536270,82,320218,21,74569,99,104962,279,14415,56,22106,56,67768,108803,18373
Afwyking,10944,-13,-7191,-4,27270,-19,-3576,-64,-1952,-12,-3606,38,40699,-11602,-3133
Afwyking %,2,-16,-2,-19,37,-19,-3,-23,-14,-21,-16,68,60,-11,-17
Doelwit,577322,63,336228,10,83517,75,117556,289,16146,31,23874,0,0,0,0
Afwyking,-30107,6,-23201,7,18322,5,-16170,-74,-3683,13,-5374,94,108466,0,0
Afwyking %,-5,10,-7,70,22,7,-14,-26,-23,42,-23,0,0,0,0
6,OUDTSHOORN - 162
Huidige jaar,510586,88,389066,3,10254,100,87684,75,7973,41,15609,91,102252,90103,2978
Vorige jaar,977273,284,786996,1,4859,297,166671,53,4789,40,13958,136,155847,197401,30684
Afwyking,-466686,-196,-397930,2,5396,-197,-78987,22,3184,1,1651,-45,-53595,-107297,-27706
Afwyking %,-48,-69,-51,200,111,-66,-47,42,66,3,12,-33,-34,-54,-90
Doelwit,1038896,138,826346,13,5442,146,186670,90,5363,28,15075,0,0,0,0
Afwyking,-528310,-50,-437279,-10,4812,-46,-98986,-15,2610,13,534,91,102252,0,0
Afwyking %,-51,-36,-53,-77,88,-32,-53,-17,49,46,4,0,0,0,0
7,MOSSELBAAI - 617
Huidige jaar,455782,72,347762,3,8186,116,78105,66,4709,29,17020,44,51410,74973,4770
Vorige jaar,597069,89,419231,6,22258,128,130538,64,3751,31,21290,91,131645,88475,30513
Afwyking,-141286,-17,-71469,-3,-14072,-12,-52433,2,958,-2,-4270,-47,-80235,-13502,-25743
Afwyking %,-24,-19,-17,-50,-63,-9,-40,3,26,-6,-20,-52,-61,-15,-84
Doelwit,638517,80,440194,4,24928,116,146201,78,4201,21,22993,0,0,0,0
Afwyking,-182735,-8,-92432,-1,-16742,0,-68096,-12,508,8,-5973,44,51410,0,0
Afwyking %,-29,-10,-21,-25,-67,0,-47,-15,12,38,-26,0,0,0,0
8,CALEDON - 38
Huidige jaar,325205,59,232222,12,23124,72,61022,31,3038,14,5800,0,0,59530,32746
Vorige jaar,533290,96,379259,10,32578,121,105180,55,4592,26,11680,0,0,47802,25080
Afwyking,-208085,-37,-147038,2,-9455,-49,-44158,-24,-1554,-12,-5880,0,0,11729,7666
Afwyking %,-39,-39,-39,20,-29,-40,-42,-44,-34,-46,-50,0,0,25,31
Doelwit,570272,132,398224,20,36487,183,117803,61,5143,15,12614,0,0,0,0
Afwyking,-245067,-73,-166002,-8,-13364,-111,-56781,-30,-2105,-1,-6814,0,0,0,0
Afwyking %,-43,-55,-42,-40,-37,-61,-48,-49,-41,-7,-54,0,0,0,0
9,RIVERSDAL - 516
Huidige jaar,200033,42,146986,0,0,42,44667,21,2638,12,5743,43,42160,18501,11057
Vorige jaar,241632,50,166282,7,26531,60,42411,27,1581,29,4828,30,33440,43268,1065
Afwyking,-41599,-8,-19296,-7,-26531,-18,2256,-6,1057,-17,915,13,8719,-24767,9992
Afwyking %,-17,-16,-12,-100,-100,-30,5,-22,67,-59,19,43,26,-57,938
Doelwit,258800,67,174595,4,29715,73,47503,21,1773,31,5214,0,0,0,0
Afwyking,-58767,-25,-27609,-4,-29715,-31,-2836,0,865,-19,529,43,42160,0,0
Afwyking %,-23,-37,-16,-100,-100,-42,-6,0,49,-61,10,0,0,0,0
10,SWELLENDAM - 213
Huidige jaar,74498,15,53262,1,3280,18,14803,17,994,5,2160,0,0,7100,-278
Vorige jaar,274989,48,160132,7,22137,73,89948,49,2589,3,183,0,0,45528,16500
Afwyking,-200490,-33,-106870,-6,-18857,-55,-75145,-32,-1595,2,1977,0,0,-38428,-16779
Afwyking %,-73,-69,-67,-86,-85,-75,-84,-65,-62,67,1080,0,0,-84,-102
Doelwit,302468,57,168140,10,30486,90,100744,51,2900,8,198,0,0,0,0
Afwyking,-227970,-42,-114878,-9,-27207,-72,-85941,-34,-1906,-3,1962,0,0,0,0
Afwyking %,-75,-74,-68,-90,-89,-80,-85,-67,-66,-38,992,0,0,0,0
Afwyking %,-75,-74,-68,-90,-89,-80,-85,-67,-66,-38,992,0,0,0,0
Huidige jaar,6605226,1088,4799247,142,456994,1362,1111532,845,80573,400,156880,1082,1260545,1091231,393441
Vorige jaar,7488304,1545,5318240,151,492606,1858,1436746,1426,79977,478,160736,988,1167097,1298859,394623
Afwyking,-883078,-457,-518993,-9,-35612,-496,-325214,-581,596,-78,-3856,94,93448,-207628,-1182
Afwyking %,-12,-30,-10,-6,-7,-27,-23,-41,1,-16,-2,10,8,-16,0
Doelwit,8013895,1528,5584156,171,557412,1823,1609154,1692,89578,488,173595,0,0,0,0
Afwyking,-1408669,-440,-784910,-29,-100418,-461,-497622,-847,-9004,-88,-16715,1082,1260545,0,0
Afwyking %,-21,-29,-14,-17,-18,-25,-31,-50,-10,-18,-10,0,0,0,0
1,VEREENIGING - 440
Huidige jaar,4617996,462,3386215,22,101923,555,873380,366,54521,257,201957,355,781126,691872,359107
Vorige jaar,4476640,447,3161509,42,210745,520,840702,282,24208,271,239476,345,678917,641549,244820
Afwyking,141356,15,224706,-20,-108822,35,32678,84,30314,-14,-37519,10,102209,50323,114288
Afwyking %,3,3,7,-48,-52,7,4,30,125,-5,-16,3,15,8,47
Doelwit,4782952,583,3319583,64,236036,718,941586,503,27113,350,258634,0,0,0,0
Afwyking,-164956,-121,66631,-42,-134112,-163,-68206,-137,27408,-93,-56677,355,781126,0,0
Afwyking %,-3,-21,2,-66,-57,-23,-7,-27,101,-27,-22,0,0,0,0
2,VANDERBIJLPARK - 251,Opgegradeer 19981999
Huidige jaar,4587130,503,3504764,25,55367,661,822921,442,67120,289,136958,229,363836,581007,150575
Vorige jaar,4440669,481,3285029,43,187917,614,767269,462,58524,317,141930,214,345372,532158,126276
Afwyking,146461,22,219735,-18,-132550,47,55651,-20,8596,-28,-4971,15,18465,48849,24299
Afwyking %,3,5,7,-42,-71,8,7,-4,15,-9,-4,7,5,9,19
Doelwit,4737920,506,3449280,64,210467,643,859341,325,65547,374,153284,0,0,0,0
Afwyking,-150790,-3,55484,-39,-155100,18,-36421,117,1573,-85,-16326,229,363836,0,0
Afwyking %,-3,-1,2,-61,-74,3,-4,36,2,-23,-11,0,0,0,0
3,SASOLBURG - 218,Opgegradeer 19981999
Huidige jaar,2051401,210,1341131,28,134069,243,410732,291,28984,156,136485,38,56695,261678,26366
Vorige jaar,1680875,195,1161555,24,79221,229,312832,340,26444,129,100824,57,97423,226356,24304
Afwyking,370526,15,179576,4,54849,14,97901,-49,2541,27,35661,-19,-40728,35322,2062
Afwyking %,22,8,15,17,69,6,31,-14,10,21,35,-33,-42,16,8
Doelwit,1797238,223,1219634,22,88726,264,350372,358,29616,141,108890,0,0,0,0
Afwyking,254163,-13,121497,6,45343,-21,60360,-67,-632,15,27595,38,56695,0,0
Afwyking %,14,-6,10,27,51,-8,17,-19,-2,11,25,0,0,0,0
4,SPRINGS - 206
Huidige jaar,1290093,177,942285,8,36176,173,257066,87,11607,61,42960,109,149569,181120,72385
Vorige jaar,1430978,193,1034403,17,58397,203,253834,227,24571,92,59772,212,345839,252169,134452
Afwyking,-140885,-16,-92118,-9,-22222,-30,3231,-140,-12964,-31,-16812,-103,-196270,-71049,-62067
Afwyking %,-10,-8,-9,-53,-38,-15,1,-62,-53,-34,-28,-49,-57,-28,-46
Doelwit,1527900,234,1086124,15,65405,265,284296,308,27521,130,64554,0,0,0,0
Afwyking,-237807,-57,-143839,-7,-29229,-92,-27231,-221,-15914,-69,-21594,109,149569,0,0
Afwyking %,-16,-24,-13,-47,-45,-35,-10,-72,-58,-53,-33,0,0,0,0
5,SECUNDA - 524
Huidige jaar,1206014,136,805615,30,112138,146,246495,159,22796,58,18970,12,18035,119784,20504
Vorige jaar,1284244,144,851691,31,83929,164,287244,221,21861,70,39519,32,69277,126161,22970
Afwyking,-78231,-8,-46077,-1,28209,-18,-40748,-62,935,-12,-20549,-20,-51242,-6377,-2466
Afwyking %,-6,-6,-5,-3,34,-11,-14,-28,4,-17,-52,-63,-74,-5,-11
Doelwit,1377154,216,894276,35,94001,220,321712,243,24485,128,42681,0,0,0,0
Afwyking,-171140,-80,-88661,-5,18137,-74,-75217,-84,-1690,-70,-23711,12,18035,0,0
Afwyking %,-12,-37,-10,-14,19,-34,-23,-35,-7,-55,-56,0,0,0,0
6,PARYS - 170
Huidige jaar,992524,118,716804,20,62732,142,172767,124,12211,63,28010,40,76178,157525,16720
Vorige jaar,798254,102,554314,23,100761,123,104632,195,13017,54,25530,77,150915,130107,30979
Afwyking,194270,16,162490,-3,-38029,19,68136,-71,-807,9,2480,-37,-74737,27418,-14259
Afwyking %,24,16,29,-13,-38,15,65,-36,-6,17,10,-48,-50,21,-46
Doelwit,854221,119,582032,17,112851,140,117188,170,14578,61,27572,0,0,0,0
Afwyking,138303,-1,134772,3,-50119,2,55580,-46,-2367,2,438,40,76178,0,0
